site_id,meter,building_id,min_edge,max_edge,do_const
9,2,926,,200,
9,1,927,,5000,
9,0,928,,900,
9,2,928,,700,
9,1,929,,2000,
9,0,930,,35,
9,1,931,,2000,
9,0,932,,600,
9,2,932,,1800,
9,1,934,,1800,
9,0,935,,35,
9,0,936,8,,
9,0,940,,40,
9,0,942,,115,
9,2,942,,250,
9,0,945,,550,
9,2,945,,1300,
9,1,946,,2500,
9,0,947,,120,
9,1,948,,280,
9,0,949,,200,
9,2,949,,400,
9,1,951,,750,
9,0,952,,350,
9,2,952,,1000,
9,1,953,,3200,
9,0,954,,2000,
9,2,954,,5000,
9,1,955,,4000,
9,0,956,,160,
9,2,956,,300,
9,1,957,,1000,
9,0,958,,600,
9,2,958,,1300,
9,1,959,,1100,
9,0,960,,80,
9,2,960,,300,
9,1,961,,2500,
9,0,962,,700,
9,2,962,,1000,
9,1,963,,1000,
9,0,964,,400,
9,2,964,,700,
9,1,965,,300,
9,0,966,,1000,
9,2,966,,1750,
9,1,967,,1500,
9,0,968,,400,
9,2,968,,500,
9,1,969,,1400,
9,0,970,,90,
9,1,971,,1700,
9,0,972,,500,
9,2,972,,1500,
9,1,973,,1500,
9,0,974,,155,
9,2,974,,600,
9,1,975,,2500,
9,1,976,,550,
9,0,977,,200,
9,1,978,,1600,
9,0,979,,125,
9,2,979,,230,
9,1,980,,150,
9,0,981,,250,
9,2,981,,400,
9,0,983,,1000,
9,2,983,,2300,
9,0,985,,45,
9,0,987,,650,
9,2,987,,750,
9,0,989,,250,
9,2,989,,450,
9,1,990,,850,
9,1,991,,400,
9,0,992,,70,
9,2,992,,250,
9,1,993,,10000,
9,0,994,,350,
9,2,994,,750,
9,1,995,,300,
9,0,996,,200,
9,2,996,,500,
9,1,997,,300,
10,0,998,,300,
10,0,1000,5,150,
10,1,1003,,1000,
10,0,1005,1,60,
10,0,1008,,200,
10,0,1009,5,,
10,0,1012,,60,
10,0,1013,10,200,
10,1,1015,,7000,
10,1,1017,,2000,
10,0,1018,50,300,
10,3,1018,,6000,
10,0,1020,10,200,
10,3,1021,,120000,
10,1,1022,,0,
10,0,1023,,275,
11,3,1029,,350,
11,0,1032,,800,
12,0,1035,5,,
12,0,1038,60,,
12,0,1040,100,,
12,0,1042,40,,
12,0,1044,60,,
12,0,1046,80,,
12,0,1048,50,,
12,0,1049,12,,
12,0,1053,1,,
12,0,1058,45,,
12,0,1060,5,,
12,0,1063,10,,
12,0,1065,30,,
12,0,1065,1,,
12,0,1067,200,,
13,0,1069,1,17,
13,0,1071,5,,
13,0,1074,20,,
13,2,1075,,3000,
13,2,1077,5,,
13,2,1079,,700,
13,2,1080,,7000,
13,0,1083,100,,
13,0,1086,100,575,
13,0,1087,10,,
13,1,1088,,5000,
13,0,1090,150,,
13,0,1091,75,,
13,0,1092,400,,
13,1,1092,,,48
13,0,1093,9,,
13,0,1096,1,,
13,0,1098,15,250,
13,0,1100,100,,
13,0,1102,30,,
13,0,1103,,,48
13,0,1107,350,,
13,0,1111,,225,
13,0,1114,2,6,
13,0,1117,20,,
13,0,1119,30,,
13,0,1121,100,325,
13,0,1122,40,,
13,0,1125,1,205,
13,0,1127,60,200,
13,0,1129,50,225,
13,2,1129,,4000,48
13,0,1131,15,,
13,0,1134,1,,
13,0,1137,5,,
13,1,1139,,6000,
13,0,1140,400,,
13,0,1142,25,,
13,0,1144,250,,
13,0,1147,,,48
13,0,1148,700,1500,
13,0,1150,40,,
13,2,1152,1000,14000,
13,0,1154,100,550,48
13,2,1154,,35000,
13,0,1157,100,200,
13,0,1158,100,650,
13,0,1160,15,,
13,1,1161,,500,
13,0,1163,30,,
13,0,1165,1,,
13,0,1167,,250,
13,1,1167,,,48
13,0,1168,,5000,
13,1,1169,1500,,
13,0,1171,25,,
13,0,1172,100,,48
13,0,1175,25,,
13,1,1176,,950,
13,0,1177,15,55,
13,0,1179,350,,
13,0,1184,25,,
13,2,1185,,,48
13,0,1186,75,,
13,2,1189,1,,
13,0,1191,300,750,
13,0,1194,30,,
13,0,1198,15,,
13,0,1200,400,,
13,0,1202,150,250,
13,0,1203,50,200,
13,0,1206,40,,
13,0,1208,150,300,
13,0,1210,100,225,
13,0,1212,600,1300,
13,0,1214,150,,
13,1,1216,,50,
13,0,1218,80,,
13,1,1220,,4000,
13,0,1222,200,650,
14,3,1224,,1000,
14,2,1225,,3000,
14,3,1227,,1000,
14,3,1230,,1200,
14,3,1232,,4000,
14,3,1236,,600,
14,3,1237,,1000,
14,1,1242,,400,
14,1,1243,,2500,
14,3,1244,,1500,
14,0,1249,100,,
14,2,1249,,3000,
14,0,1252,200,,
14,3,1255,,6000,
14,3,1258,,12000,
14,3,1262,,2000,
14,1,1267,,3400,
14,1,1269,,1500,
14,3,1270,,1500,
14,3,1274,,1000,
14,1,1276,,350,
14,1,1280,,80,
14,0,1284,1200,,
14,2,1285,,3500,
14,2,1288,,10000,
14,0,1290,500,,
14,2,1291,,6500,
14,3,1294,,250,
14,0,1296,12,,
14,3,1296,,150,
14,1,1297,,1000,
14,0,1298,300,,
14,0,1299,35,,
14,3,1300,,400,
14,2,1303,,8000,
14,3,1311,,1200,
14,0,1313,,,48
14,3,1317,,4000,
14,0,1319,,800,
14,3,1321,,7000,
14,3,1323,,4500,
15,0,1328,400,,
15,1,1331,20,,
15,0,1335,100,,
15,2,1337,,4000,
15,2,1355,200,,
15,0,1365,200,,
15,1,1377,125,,
15,0,1379,70,,
15,1,1382,,600,
15,0,1387,120,,
15,0,1399,20,,
15,0,1413,30,,
15,0,1423,5,,
15,0,1427,100,,
15,0,1430,300,,
15,0,1434,60,,
15,0,1441,200,,
