site_id,meter,building_id,min_edge,max_edge,do_const
3,0,450,40,450,
3,0,451,2,,
3,0,453,10,,
3,0,456,5,,
3,0,457,20,,
3,0,462,5,,
3,0,466,10,,
3,0,470,20,,
3,0,472,15,,
3,0,473,50,,
3,0,474,,37,
3,0,475,100,,
3,0,477,10,,
3,0,479,60,,
3,0,480,5,,
3,0,481,20,,
3,0,482,200,,
3,0,483,90,,
3,0,484,15,,
3,0,486,50,,
3,0,488,5,,
3,0,489,100,,
3,0,491,20,,
3,0,492,50,,
3,0,493,150,,
3,0,494,25,,
3,0,495,10,,
3,0,503,7,,
3,0,504,60,,
3,0,508,1,,
3,0,509,15,,
3,0,510,1,,
3,0,512,1,,
3,0,513,20,,
3,0,525,5,,
3,0,528,10,,
3,0,529,11,,
3,0,531,1,,
3,0,535,1,,
3,0,537,30,,
3,0,544,32,,
3,0,545,20,,
3,0,549,6,,
3,0,551,100,,
3,0,552,5,,
3,0,554,5,,
3,0,556,600,,
3,0,557,5,,
3,0,558,10,,
3,0,559,,200,
3,0,560,100,,
3,0,562,150,,
4,0,566,1,,
4,0,570,70,,
4,0,572,250,,
4,0,576,100,275,
4,0,577,20,,1
4,0,592,280,,
4,0,593,25,,
4,0,604,0,,
4,0,609,275,,
4,0,611,375,,
4,0,613,0,,
4,0,619,130,,
4,0,620,1000,,
4,0,626,50,,
4,0,627,80,,
4,0,632,30,,
4,0,641,250,,
4,0,645,1200,,
4,0,648,800,,
4,0,649,345,,
4,0,651,33,,
4,0,653,520,,
4,0,654,40,,
4,0,655,,300,
5,0,656,1,,
5,0,657,1,,
5,0,658,1,,
5,0,659,1,,
5,0,660,1,,
5,0,661,1,,
5,0,662,1,,
5,0,663,1,,
5,0,664,1,,
5,0,666,1,,
5,0,667,1,,
5,0,668,1,,
5,0,669,1,,
5,0,670,1,,
5,0,671,1,,
5,0,672,5,,
5,0,674,1,,
5,0,675,1,,
5,0,677,0,,
5,0,678,1,,1
5,0,679,80,,
5,0,680,1,,
5,0,681,1,,
5,0,683,1,,
5,0,684,1,,1
5,0,685,200,,
5,0,688,1,,
5,0,689,5,,
5,0,690,1,,
5,0,691,,20,
5,0,692,2,,
5,0,693,1,,1
5,0,694,1,,
5,0,695,10,,
5,0,697,1,,
5,0,698,1,,
5,0,700,0,,
5,0,701,1,,
5,0,702,1,,
5,0,703,1,,
5,0,704,1,,
5,0,705,1,,
5,0,706,1,,
5,0,708,1,,
5,0,709,1,,1
5,0,710,0,,
5,0,711,1,,
5,0,712,0,,
5,0,713,1,,
5,0,715,1,,
5,0,717,1,,
5,0,718,1,,
5,0,719,1,,
5,0,720,1,,
5,0,721,1,,
5,0,722,1,,
5,0,723,5,,1
5,0,724,1,,
5,0,725,1,,
5,0,727,1,,
5,0,728,1,,
5,0,729,1,,
5,0,730,1,,
5,0,731,1,,
5,0,732,1,,
5,0,733,1,,
5,0,734,1,,
5,0,735,1,,
5,0,736,1,,
5,0,741,0,,
5,0,744,1,,
6,1,745,,500,
6,2,745,,500,
6,0,746,30,,
6,0,747,10,,
6,0,749,10,,
6,0,750,140,,
6,1,750,,1500,
6,2,750,1,,1
6,1,753,,1500,
6,2,753,1,,
6,1,755,,500,
6,0,756,10,,
6,0,758,20,,
6,0,759,1,,
6,0,762,90,,
6,2,762,,500,
6,2,764,500,,
6,1,765,,1000,
6,2,765,10,,
6,2,766,,6000,
6,0,767,150,,
6,1,767,1,,
6,2,767,,3500,
6,0,769,40,,
6,1,769,,1500,
6,2,769,,1000,
6,0,770,20,,
6,1,770,,1000,
6,2,770,,1750,
6,1,771,,10,
6,2,771,,1000,
6,2,772,,3,
6,0,773,20,,
6,1,776,,1500,
6,2,776,,3000,
6,1,777,,1000,
6,0,778,110,,
6,0,780,500,,
6,1,780,,2000,
6,0,781,50,,
6,0,782,200,,
6,2,784,10,,
6,0,785,600,,
6,1,786,,7000,
6,1,787,,1500,
6,0,788,100,,
8,0,804,,800,
8,0,806,1,,
8,0,807,,60,
8,0,808,,1,
8,0,809,,6,
8,0,823,,200,
8,0,824,,40,
8,0,825,,9,
8,0,828,,35,
8,0,829,,40,
8,0,831,,35,
8,0,832,,150,
8,0,833,,35,
8,0,838,,80,
8,0,842,,35,
8,0,843,,16,
8,0,844,,36,
8,0,846,,1,
8,0,850,,175,
8,0,851,,200,
8,0,852,,33,
8,0,853,,35,
8,0,857,,10,
8,0,860,,6,
8,0,862,,70,
8,0,868,,150,
8,0,869,,2700,
9,0,874,,1000,
9,1,874,,1200,
9,0,875,,400,
9,1,875,,1000,
9,2,875,,1000,
9,0,876,,60,
9,2,876,,1900,
9,0,878,,60,
9,1,878,,300,
9,2,878,,150,
9,0,879,,600,
9,1,879,,5000,
9,2,879,,1500,
9,0,880,,300,
9,1,880,,1700,
9,2,880,,1000,
9,0,881,,3000,
9,0,882,,100,
9,0,883,,1600,
9,1,883,,3000,
9,0,884,,150,
9,0,885,,100,
9,1,885,,500,
9,2,885,,300,
9,0,886,,1000,
9,1,886,,1200,
9,2,886,,1000,
9,0,887,,100,
9,1,887,,400,
9,2,887,,500,
9,0,888,,300,
9,1,888,,1500,
9,2,888,,2000,
9,0,889,,200,
9,1,889,,1000,
9,2,889,,500,
9,0,890,,1000,
9,1,890,,3000,
9,2,890,,1500,
9,0,891,,80,
9,1,891,,350,
9,0,892,,200,
9,0,893,,80,
9,1,893,,200,
9,0,894,,200,
9,1,894,,700,
9,2,894,,400,
9,0,895,,80,
9,1,895,,400,
9,2,895,,500,
9,0,896,,500,
9,1,896,,1500,
9,2,896,,1000,
9,0,897,,80,
9,0,898,,90,
9,1,898,,200,
9,2,898,,220,
9,0,899,,350,
9,1,899,,1300,
9,2,899,,1200,
9,0,900,,350,
9,1,900,,1500,
9,2,900,,600,
9,0,901,,350,
9,1,901,,300,
9,2,901,,1000,
9,0,902,,500,
9,0,903,,1000,
9,1,903,,4500,
9,2,903,,2300,
9,0,904,,1500,
9,0,905,,60,
9,1,905,,200,
9,2,905,,200,
9,0,906,,100,
9,1,906,,500,
9,2,906,,250,
9,0,907,,170,
9,1,907,,700,
9,2,907,,300,
9,0,908,,200,
9,1,908,,1500,
9,2,908,,1000,
9,0,909,,750,
9,0,910,,125,
9,1,910,,800,
9,2,910,,300,
9,0,911,,600,
9,1,911,,2000,
9,2,911,,1000,
9,0,912,,80,
9,1,912,,300,
9,2,912,,120,
9,0,913,,2000,
9,1,913,,4500,
9,2,913,,1200,
9,0,914,,650,
9,1,914,,3000,
9,2,914,,750,
9,0,915,,400,
9,1,915,,1100,
9,2,915,,600,
9,0,916,,80,
9,1,916,,350,
9,2,916,,250,
9,0,917,,600,
9,1,917,,1000,
9,2,917,,1250,
9,0,918,,125,
9,1,918,,400,
9,2,918,,500,
9,0,919,,70,
9,0,920,,175,
9,1,920,,900,
9,2,920,,500,
9,0,921,,1000,
9,1,921,,3000,
9,2,921,,1000,
9,0,922,,300,
9,1,922,,1500,
9,2,922,,550,
9,0,923,,100,
9,1,923,,500,
9,0,924,,450,
9,1,924,,1800,
9,2,924,,1200,
9,0,925,,40,
9,1,925,,350,
9,2,925,,250,
9,0,926,,50,
9,1,926,,250,
9,2,926,,200,
9,0,927,,1500,
9,1,927,,5000,
9,2,927,,3000,
9,0,928,,900,
9,1,928,,2600,
9,2,928,,700,
9,0,929,,800,
9,1,929,,2000,
9,2,929,,600,
9,0,930,,35,
9,0,931,,400,
9,1,931,,2000,
9,2,931,,1000,
9,0,932,,600,
9,1,932,,2300,
9,2,932,,1800,
9,2,933,,80,
9,1,934,,1800,
9,2,934,,500,
9,0,935,,35,
9,1,935,35,140,
9,0,936,8,,
9,0,937,,30,
9,0,940,,40,
9,0,941,,31,
9,0,942,,115,
9,1,942,,600,
9,2,942,,250,
9,0,944,,190,
9,0,945,,550,
9,1,945,,4500,
9,2,945,,1300,
9,0,946,,800,
9,1,946,,2500,
9,2,946,,650,
9,0,947,,120,
9,0,948,,28,
9,1,948,,280,
9,2,948,,100,
9,0,949,,200,
9,1,949,,600,
9,2,949,,400,
9,0,951,,350,
9,1,951,,750,
9,2,951,,550,
9,0,952,,350,
9,1,952,,1000,
9,2,952,,1000,
9,0,953,,1300,
9,1,953,,3200,
9,2,953,,1300,
9,0,954,,2000,
9,1,954,,20000,
9,2,954,,5000,
9,0,955,,2000,
9,1,955,,4000,
9,2,955,,1850,
9,0,956,,160,
9,1,956,,700,
9,2,956,,300,
9,0,957,,700,
9,1,957,,1000,
9,2,957,,1000,
9,0,958,,600,
9,1,958,,4000,
9,2,958,,1300,
9,0,959,,330,
9,1,959,,1100,
9,2,959,,2000,
9,0,960,,80,
9,1,960,,400,
9,2,960,,300,
9,0,961,,800,
9,1,961,,2500,
9,2,961,,2000,
9,0,962,,700,
9,1,962,,2500,
9,2,962,,1000,
9,0,963,,60,
9,1,963,,1000,
9,2,963,,250,
9,0,964,,400,
9,1,964,,2000,
9,2,964,,700,
9,0,965,,70,
9,1,965,,300,
9,2,965,,150,
9,0,966,,1000,
9,1,966,,3000,
9,2,966,,1750,
9,0,967,,400,
9,1,967,,1500,
9,2,967,,600,
9,0,968,,400,
9,1,968,,1500,
9,2,968,,500,
9,0,969,,300,
9,1,969,,1400,
9,2,969,,500,
9,0,970,,90,
9,0,971,,400,
9,1,971,,1700,
9,2,971,,600,
9,0,972,,500,
9,1,972,,2000,
9,2,972,,1500,
9,0,973,,300,
9,1,973,,1500,
9,2,973,,500,
9,0,974,,155,
9,1,974,,500,
9,2,974,,600,
9,0,975,,1500,
9,1,975,,2500,
9,0,976,,100,
9,1,976,,550,
9,2,976,,40,
9,0,977,,200,
9,0,978,,400,
9,1,978,,1600,
9,2,978,,2000,
9,0,979,,125,
9,1,979,,350,
9,2,979,,230,
9,0,980,,50,
9,1,980,,150,
9,2,980,,150,
9,0,981,,250,
9,1,981,,1000,
9,2,981,,400,
9,0,982,,190,
9,0,983,,1000,
9,1,983,,1100,
9,2,983,,2300,
9,0,984,,77,
9,0,985,,45,
9,0,986,,150,
9,0,987,,650,
9,1,987,,1500,
9,2,987,,750,
9,0,988,,50,
9,0,989,,250,
9,1,989,,1000,
9,2,989,,450,
9,0,990,,200,
9,1,990,,850,
9,0,991,,130,
9,1,991,,400,
9,2,991,,300,
9,0,992,,70,
9,1,992,,375,
9,2,992,,250,
9,0,993,,3500,
9,1,993,,10000,
9,2,993,,5000,
9,0,994,,350,
9,1,994,,1500,
9,2,994,,750,
9,0,995,,70,
9,1,995,,300,
9,2,995,,200,
9,0,996,,200,
9,1,996,,1000,
9,2,996,,500,
9,0,997,,250,
9,1,997,,300,
9,2,997,,250,
10,0,998,,300,
10,0,999,,350,
10,0,1000,5,150,
10,3,1000,,3000,
10,1,1003,,1000,
10,0,1004,,1000,
10,0,1005,1,60,
10,0,1006,1,100,
10,0,1008,,200,
10,3,1008,,8,
10,0,1009,5,,
10,0,1011,1,120,
10,0,1012,,60,
10,3,1012,,300,
10,0,1013,10,200,
10,0,1014,,140,
10,1,1015,,7000,
10,0,1017,5,,
10,1,1017,,2000,
10,3,1017,,3000,
10,0,1018,50,300,
10,1,1018,,0,
10,3,1018,,6000,
10,0,1019,5,,
10,0,1020,10,200,
10,0,1021,,300,
10,3,1021,,120000,
10,0,1022,,175,
10,1,1022,,0,
10,3,1022,,2300,
10,0,1023,,275,
11,0,1029,100,450,
11,3,1029,,350,
11,0,1031,100,,
11,0,1032,,800,
11,3,1032,,500,
12,0,1035,5,,
12,0,1036,10,,
12,0,1038,60,,
12,0,1039,15,,
12,0,1040,100,,
12,0,1041,1,,
12,0,1042,40,,
12,0,1043,80,,
12,0,1044,60,,
12,0,1045,5,,
12,0,1046,80,,
12,0,1047,50,,
12,0,1048,50,,
12,0,1049,15,,
12,0,1049,12,,
12,0,1051,1,,
12,0,1053,1,,
12,0,1055,,200,
12,0,1065,30,,
12,0,1057,35,,
12,0,1058,45,,
12,0,1059,90,,
12,0,1060,5,,
12,0,1062,5,,
12,0,1063,10,,
12,0,1064,100,,
12,0,1065,1,,
12,0,1066,1,,
12,0,1067,200,,
12,0,1068,1,,
13,0,1069,1,17,
13,0,1070,50,175,
13,0,1071,5,,
13,0,1073,75,600,1
13,0,1074,20,,
13,0,1075,15,,
13,2,1075,,3000,
13,2,1076,,1800,
13,2,1077,5,,
13,0,1079,5,40,
13,2,1079,,700,
13,0,1080,300,,
13,2,1080,,7000,
13,0,1082,25,200,
13,0,1083,100,,
13,0,1084,200,,
13,0,1086,100,575,
13,2,1086,,11100,
13,0,1087,10,,
13,0,1088,2000,,
13,1,1088,,5000,
13,0,1089,150,,
13,0,1090,150,,
13,2,1090,,8500,
13,0,1091,75,,
13,2,1091,,15000,
13,0,1092,400,,
13,2,1092,,7000,
13,0,1093,9,,
13,0,1095,40,,
13,0,1096,1,,
13,0,1097,100,,1
13,0,1098,15,250,
13,2,1098,,2700,
13,0,1100,100,,
13,0,1101,20,,
13,0,1102,30,,
13,0,1106,40,,
13,0,1107,350,,
13,0,1109,125,,
13,0,1111,,225,
13,2,1111,,1450,
13,0,1114,2,6,
13,0,1115,5,,
13,0,1117,20,,
13,2,1117,,9000,
13,0,1119,30,,
13,0,1120,20,,1
13,0,1121,100,325,
13,2,1121,1,,
13,0,1122,40,,
13,0,1024,60,,
13,0,1125,1,205,
13,0,1126,100,300,
13,0,1127,60,200,
13,0,1128,,200,
13,0,1129,50,225,
13,1,1129,,500,
13,2,1129,,4000,1
13,0,1130,500,,
13,0,1131,15,,
13,0,1133,80,195,
13,0,1134,1,,
13,0,1135,150,400,
13,0,1137,5,,
13,0,1139,500,,
13,1,1139,,6000,
13,2,1139,500,8000,
13,0,1140,400,,
13,2,1141,1,,
13,0,1142,25,,
13,0,1143,40,,
13,0,1144,250,,
13,0,1146,20,100,
13,0,1148,700,1500,
13,0,1149,200,,
13,0,1150,40,,
13,0,1152,300,,
13,2,1152,1000,14000,
13,0,1153,100,200,
13,0,1154,100,550,1
13,1,1154,,1200,
13,2,1154,,35000,
13,0,1156,600,5000,
13,0,1157,100,200,
13,2,1157,150,,
13,0,1158,100,650,
13,0,1159,500,4000,
13,0,1160,15,,
13,1,1160,,60,
13,1,1161,,500,
13,0,1162,15,,
13,0,1163,30,,
13,1,1164,,1500,
13,0,1165,1,,
13,0,1166,30,140,
13,0,1167,,250,
13,2,1167,1,,
13,0,1168,,5000,
13,0,1169,,800,
13,1,1169,1500,,
13,0,1170,20,,
13,0,1171,25,,
13,2,1171,,3000,
13,0,1172,100,,1
13,0,1174,10,40,
13,0,1175,25,,
13,0,1176,50,,1
13,1,1176,,950,
13,2,1176,1,,
13,0,1177,15,55,
13,0,1178,35,,
13,0,1179,350,,
13,0,1182,1,,
13,0,1184,25,,
13,0,1185,20,250,
13,0,1186,75,,
13,0,1188,15,55,
13,2,1189,1,,
13,0,1190,12,,
13,0,1191,300,750,
13,0,1193,25,180,
13,0,1194,30,,
13,0,1196,30,,
13,0,1198,15,,
13,0,1199,10,30,1
13,0,1200,400,,
13,1,1201,,400,
13,0,1202,150,250,
13,1,1202,60,110,
13,0,1203,50,200,
13,2,1203,,11000,
13,0,1206,40,,
13,0,1207,125,300,
13,0,1208,150,300,
13,0,1209,180,400,
13,0,1210,100,225,
13,0,1211,20,135,
13,0,1212,600,1300,
13,0,1213,,35,
13,0,1214,150,,
13,0,1216,10,,
13,1,1216,,50,
13,0,1217,50,,
13,0,1218,80,,
13,0,1219,40,300,
13,1,1220,,4000,
13,0,1221,,40,
13,0,1222,200,650,
14,3,1223,,1500,
14,3,1224,,1000,
14,1,1225,,3500,
14,2,1225,,3000,
14,1,1227,,1000,
14,3,1227,,1000,
14,3,1229,,1000,
14,3,1230,,1200,
14,3,1231,,500,
14,3,1232,,4000,
14,1,1236,,1500,
14,3,1236,,600,
14,1,1237,,1250,
14,3,1237,,1000,
14,1,1239,,1050,
14,1,1242,,400,
14,0,1243,50,,
14,1,1243,,2500,
14,1,1244,,2000,
14,3,1244,,1500,
14,2,1248,,2000,
14,0,1249,100,,
14,1,1249,,5000,
14,2,1249,,3000,
14,3,1251,,2500,
14,0,1252,200,,
14,2,1254,,800,
14,3,1255,,6000,
14,2,1256,,1500,
14,3,1258,,12000,
14,3,1260,,1200,
14,3,1262,,2000,
14,2,1263,,8000,
14,1,1267,,3400,
14,3,1268,,1600,
14,1,1269,,1500,
14,3,1269,,3000,
14,3,1270,,1500,
14,3,1271,,1000,
14,3,1274,,1000,
14,1,1275,,8000,
14,1,1276,,350,
14,0,1280,,260,
14,1,1280,,80,
14,1,1283,,1700,
14,0,1284,1200,,
14,1,1285,,4500,
14,2,1285,,3500,
14,0,1288,500,,
14,2,1288,,10000,
14,0,1289,500,,
14,0,1290,500,,
14,0,1291,300,,
14,2,1291,,6500,
14,3,1293,,1500,
14,3,1294,,250,
14,3,1295,,2000,
14,0,1296,12,,
14,1,1296,,400,
14,3,1296,,150,
14,0,1297,30,,
14,1,1297,,1000,
14,3,1297,,400,
14,0,1298,300,,
14,3,1298,,3000,
14,0,1299,35,,
14,1,1299,,2200,
14,3,1300,,400,
14,1,1301,,2000,
14,2,1303,,8000,
14,1,1311,,8000,
14,3,1311,,1200,
14,2,1315,,3500,
14,3,1317,,4000,
14,0,1318,,500,
14,0,1319,,800,
14,1,1321,,12500,
14,3,1321,,7000,
14,3,1322,,5000,
14,3,1323,,4500,
15,0,1325,10,,
15,0,1328,400,,
15,0,1329,100,,
15,1,1331,20,,
15,0,1333,10,,
15,0,1335,100,,
15,0,1337,,40,
15,2,1337,,4000,
15,0,1347,700,,
15,2,1355,200,,
15,1,1363,1,,
15,0,1365,200,,
15,0,1377,80,,
15,1,1377,125,,
15,0,1378,650,,
15,0,1379,70,,
15,0,1380,320,,
15,1,1382,,600,
15,0,1383,60,,
15,0,1387,120,,
15,0,1390,,130,
15,0,1399,20,,
15,0,1401,20,,
15,0,1413,30,,
15,0,1414,50,,
15,0,1423,5,,
15,2,1426,,1000,
15,0,1427,100,,
15,0,1428,20,,
15,0,1430,300,,
15,0,1432,390,,
15,0,1434,60,,
15,0,1439,120,,
15,0,1441,200,,
15,2,1442,,120,
14,0,1313,,,1
14,0,1320,,,1
1,0,107,,,1
1,0,112,,,1
1,0,138,,,1
2,1,192,,,1
2,0,231,,,1
2,0,238,,,1
2,1,238,,,1
2,3,246,,,1
2,1,247,,,1
2,0,250,,,1
2,0,263,,,1
5,0,739,,,1
6,2,759,,,1
7,0,793,,,1
7,1,793,,,1
7,0,800,,,1
7,1,801,,,1
13,2,1088,,,1
13,1,1092,,,1
13,1,1097,,,1
13,0,1103,,,1
13,1,1119,,,1
13,0,1147,,,1
13,2,1158,,,1
13,1,1167,,,1
13,0,1183,,,1
13,2,1185,,,1
13,0,1189,,,1
