site_id,meter,building_id,min_edge,max_edge,do_const
9,1,983,,3800,50
9,2,983,,3000,50
9,0,984,,,50
9,0,985,,,50
9,0,986,,500,50
9,0,987,,,50
9,1,987,,,50
9,2,987,,1000,50
9,0,988,,,50
9,0,989,,,50
9,1,989,,3000,
9,2,989,,400,
9,0,990,,1000,
9,1,990,,2000,
9,0,991,,,50
9,1,991,,,50
9,2,991,,400,
9,0,992,,,50
9,1,992,,,50
9,2,992,,600,
9,0,993,,6000,
9,1,993,,10000,
9,2,993,,6000,
9,0,994,,,50
9,1,994,,2500,50
9,2,994,,600,50
9,0,995,,,50
9,1,995,,,50
9,2,995,,200,
9,0,996,,,50
9,1,996,,2000,
9,2,996,,260,50
9,0,997,,500,50
9,1,997,,,50
9,2,997,,300,
10,0,998,,300,
10,0,1000,,300,
10,3,1000,,5000,
10,1,1003,,1000,
10,3,1003,,40,
10,0,1006,0,,
10,0,1008,5,250,
10,3,1012,,500,
10,1,1017,,2000,
10,3,1017,,5000,
10,3,1018,,10000,
10,0,1019,0,,
10,0,1025,20,,
12,0,1066,,,50
13,0,1070,0,200,
13,2,1072,,,40
13,0,1073,60,800,
13,2,1075,,3500,
13,0,1079,,,40
13,0,1082,5,200,
13,0,1088,0,,
13,1,1088,,10000,
13,0,1096,,,40
13,0,1098,0,,
13,2,1098,,,40
13,2,1099,,30000,
13,0,1100,0,,
13,2,1111,,,100
13,0,1113,,,40
13,0,1119,30,,
13,0,1128,25,175,
13,2,1129,,,500
13,1,1130,,,40
13,0,1153,90,250,
13,0,1154,,,40
13,0,1157,110,200,
13,2,1158,,,40
13,0,1160,,,40
13,1,1160,,,40
13,0,1162,0,,
13,0,1163,30,,
13,0,1165,0,,
13,0,1167,0,250,
13,0,1168,,6000,
13,0,1169,,,40
13,0,1170,,,40
13,0,1172,100,,
13,2,1176,,,500
13,0,1177,15,,
13,0,1185,10,300,
13,0,1189,,,40
13,2,1189,,,500
13,0,1202,50,300,
13,0,1203,0,,
13,0,1206,40,,
13,0,1207,100,,
13,0,1208,100,,
13,0,1209,175,350,
13,0,1210,75,225,
13,0,1212,600,,
13,0,1219,35,300,
13,1,1220,,4000,
13,0,1221,,,40
13,0,1222,100,,
14,0,1223,,,100
14,1,1223,,,500
14,3,1223,,,50
14,3,1224,,,50
14,0,1225,,,100
14,1,1225,,,100
14,2,1225,,,50
14,0,1226,,,100
14,1,1226,,,100
14,2,1226,,,50
14,1,1227,,,100
14,3,1227,,,50
14,3,1228,,,50
14,3,1229,,,50
14,1,1230,,,100
14,3,1231,,600,100
14,1,1232,,,100
14,3,1232,,4500,100
14,0,1233,,,500
14,1,1233,,,100
14,3,1233,,,50
14,0,1234,,,500
14,1,1234,,,100
14,3,1234,,,50
14,3,1235,,,50
14,1,1236,,2000,
14,3,1236,,600,50
14,1,1237,,,100
14,3,1237,,,100
14,2,1238,,,1000
14,1,1239,,,50
14,2,1239,,,50
14,0,1240,,,100
14,1,1240,,,100
14,3,1240,,,50
14,0,1241,,,100
14,1,1242,,800,
14,3,1242,,,50
14,3,1244,,,50
14,1,1245,,,50
14,1,1246,,,100
14,3,1246,,,50
14,1,1247,,,50
14,1,1248,,,50
14,2,1249,,4000,
14,0,1250,,,100
14,2,1250,,,1000
14,3,1251,,3000,50
14,0,1252,0,,
14,3,1252,,,50
14,1,1254,,,50
14,2,1254,,1000,50
14,0,1255,,,100
14,2,1256,,1500,
14,0,1258,0,,
14,1,1260,,,100
14,3,1260,,,50
14,3,1262,,,50
14,0,1263,0,,
14,1,1263,,,100
14,2,1263,,9000,
14,0,1264,,,100
14,1,1264,,,100
14,0,1265,,,100
14,3,1265,,,50
14,3,1266,,,50
14,3,1267,,,50
14,3,1268,,1500,
14,3,1269,,,50
14,3,1270,,,40
14,3,1271,,,50
14,0,1272,,,100
14,1,1272,,,100
14,3,1272,,,50
14,3,1273,,,50
14,3,1274,,1000,50
14,0,1275,,,100
14,3,1275,,,50
14,0,1276,,,100
14,1,1276,,600,100
14,3,1276,,,50
14,0,1277,,,100
14,0,1278,,,100
14,0,1279,,,100
14,0,1280,,,100
14,1,1280,,120,100
14,0,1283,,,100
14,0,1284,0,,
14,2,1284,,,50
14,2,1285,,,50
14,2,1286,,,50
14,1,1287,,,50
14,2,1287,,,50
14,1,1288,,,100
14,2,1289,,,50
14,1,1290,,,100
14,2,1290,,,50
14,0,1291,,,100
14,1,1291,,,100
14,2,1291,,,50
14,0,1292,,,100
14,1,1292,,,100
14,2,1292,,,50
14,0,1293,,,100
14,1,1293,,,100
14,2,1293,,,50
14,0,1294,,,100
14,1,1294,,,100
14,2,1294,,,50
14,0,1295,,,100
14,1,1295,,,50
14,2,1295,,,50
14,0,1296,,,100
14,1,1296,,,100
14,2,1296,,,50
14,0,1297,,,100
14,1,1297,,,100
14,2,1297,,,50
14,0,1298,,,100
14,2,1298,,,50
14,3,1298,,5000,
14,0,1299,,,100
14,2,1299,,,50
14,0,1300,,,100
14,1,1300,,,100
14,2,1301,,,50
14,0,1302,,,100
14,1,1302,,,100
14,0,1303,,,100
14,1,1303,,,100
14,2,1303,,,50
14,2,1305,,,50
14,1,1307,,,50
14,1,1308,,,50
14,2,1308,,,50
14,2,1309,,,50
14,1,1310,,,100
14,2,1310,,,50
14,1,1311,,1100,100
14,1,1312,,,100
14,3,1312,,,50
14,0,1317,,,100
14,1,1317,,,100
14,3,1317,,,50
14,3,1318,,,50
14,0,1319,,,300
14,3,1319,,,50
14,3,1321,,,50
14,0,1322,,,100
14,3,1322,,,40
14,3,1323,,,40
15,2,1329,,,40
15,2,1337,,,40
15,2,1338,,,40
15,2,1341,,,40
15,2,1342,,,40
15,2,1344,,,40
15,0,1345,,,50
15,2,1347,,,40
15,1,1349,,1000,
15,2,1350,,,40
15,2,1351,,,40
15,2,1354,,,40
15,2,1355,200,,
15,0,1359,,,50
15,2,1360,,,40
15,2,1361,203,,
15,1,1363,,,50
15,2,1364,,,40
15,2,1367,,,40
15,2,1377,,,40
15,2,1379,,,40
15,2,1381,,,40
15,1,1382,,300,
15,2,1382,,,40
15,0,1383,60,,
15,2,1383,,,40
15,2,1391,,,40
15,2,1392,150,,
15,2,1396,,,40
15,0,1401,10,,
15,2,1402,,,40
15,2,1405,,,40
15,2,1406,,,40
15,2,1409,,,40
15,1,1410,,,50
15,0,1414,30,,
15,2,1414,,,40
15,2,1418,,,40
15,0,1423,5,,
15,2,1424,,,40
15,2,1425,,,20
15,2,1426,,1000,
15,2,1427,,,20
15,2,1430,,,40
15,2,1433,,,40
15,2,1437,,,40
15,0,1446,,,50
